C6,NUM NUM have/vbp driven/vbn
C6,NUM NUM on/in the/dt
C1,NUM NUM ./ 
C6,NUM NUM rates/nn mr./np
C6,NUM NUM rates/nn are/vbp
C6,NUM NUM rates/nn can/md
C3,NUM NUM outside/in the/dt
C6,NUM NUM / taxes/nn
C6,NUM NUM / taxes/nn
C5,NUM NUM ./ 
C6,NUM NUM every/dt quarter/nn
C6,NUM NUM rates/nn /
C6,NUM NUM rates/nn are/vbp
C6,NUM NUM rates/nn have/vbp
C6,NUM NUM rates/nn up/rb
C6,NUM NUM rates/nn of/in
C6,NUM NUM rates/nn --
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn are/vbp
C5,NUM NUM for/in $
C1,NUM NUM in/in games/nn
C6,NUM NUM paid/vbn on/in
C6, NUM on/in the/dt
C6,NUM NUM from/in a/dt
C5,NUM NUM of/in its/pp
C6,NUM NUM payments/nn on/in
C5,NUM NUM ./ 
C5,NUM NUM in/in the/dt
C4,NUM NUM would/md be/vb
C1,NUM NUM ./ 
C6,NUM NUM rates/nn and/cc
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn on/in
C6,NUM NUM than/in promised/vbn
C6,NUM NUM rate/nn /
C4,NUM NUM ./ 
C6,NUM NUM rates/nn below/rb
C2,NUM NUM outside/in washington/np
C1,NUM NUM as/in democrats/np
C6,NUM NUM payments/nn ./
C6,NUM NUM rate/nn ./
C6,NUM NUM rates/nn for/in
C4,NUM NUM of/in cbs/np
C6,NUM NUM expense/nn ./
C6,NUM NUM ./ 
C5,NUM NUM in/in the/dt
C1,NUM NUM in/in the/dt
C6,NUM NUM rate/nn on/in
C6,NUM NUM expenses/nn next/in
C6,NUM NUM rates/nn generally/rb
C6,NUM NUM rates/nn ./
C1,NUM NUM ./ 
C1,NUM NUM ./ 
C6,NUM NUM is/vbz exempt/jj
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn will/md
C6,NUM NUM rates/nn rise/vbp
C6, NUM rates/nn do/vbp
C6, NUM rate/nn is/vbz
C6,NUM NUM for/in one/ab
C6,NUM NUM rates/nn /
C4,NUM NUM / in/in
C4,NUM NUM in/in a/dt
C6,NUM NUM rates/nn continue/vbp
C6,NUM NUM rates/nn that/wdt
C6,NUM NUM rates/nn that/in
C1,NUM NUM in/in the/dt
C1,NUM NUM in/in buying/vbg
C5,NUM NUM in/in cement/nn
C6,NUM NUM to/to the/dt
C6,NUM NUM rates/nn move/vbp
C6,NUM NUM rates/nn in/in
C5,NUM NUM up/rp for/in
C5,NUM NUM ranging/vbg from/in
C6,  during/in first/jj
C6,NUM NUM paid/vbn annually/rb
C5,NUM NUM in/in a/dt
C5,NUM NUM in/in the/dt
C5,NUM NUM ./ 
C4,NUM NUM ./ 
C6,NUM NUM rate/nn swaps/nn
C1,NUM NUM robert/np tomsho/np
C4,NUM NUM is/vbz not/rb
C3,NUM NUM ./ 
C1,NUM NUM in/in lighter/jjr
C6,NUM NUM payments/nn barely/rb
C6,NUM NUM rates/nn to/to
C6,NUM NUM on/in the/dt
C6,NUM NUM rates/nn are/vbp
C6,NUM NUM rates/nn much/rb
C6,NUM NUM rates/nn they/pp
C5,NUM NUM include/vbp insurance/nn
C6,NUM NUM expense/nn ./
C6,NUM NUM payments/nn ./
C1,NUM NUM in/in the/dt
C6,NUM NUM rates/nn in/in
C6,NUM NUM rates/nn /
C6,NUM NUM payment/nn on/in
C6,NUM NUM payment/nn on/in
C5,NUM NUM in/in britain/np
C6,NUM NUM rates/nn below/rb
C5,NUM NUM in/in its/pp
C5,NUM NUM ./ 
C5,NUM NUM in/in fashion/n
C1,NUM NUM in/in the/dt
C6,NUM NUM / at/in
C6,NUM NUM rates/nn /
C6,NUM NUM rate/nn down/rp
C6,NUM NUM this/dt year/nn
C6,NUM NUM rates/nn on/in
C6,NUM NUM / --
C6,NUM NUM rates/vbz as/rb
C6,NUM NUM rate/nn as/rb
C6,NUM NUM in/in paper/nn
C6,NUM NUM rate/nn to/to
C5,NUM NUM in/in defense/nn
C1,NUM NUM in/in precious/jj
C1,NUM NUM in/in precious/jj
C1, NUM has/vbz been/vbn
C5,NUM NUM and/cc declining/vbg
C5, NUM is/vbz the/dt
C6,NUM NUM on/in its/pp
C6,NUM NUM on/in mortgages/nn
C6,NUM NUM and/cc materials/nn
C5,NUM NUM of/in about/rb
C6,NUM NUM rates/nn when/wrb
C6,NUM NUM that/dt sum/nn
C6,NUM NUM on/in past/jj
C6,NUM NUM could/md be/vb
C6,NUM NUM the/dt contributions/nn
C6,NUM NUM buildup/nn on/in
C5,NUM NUM ./ 
C1,NUM NUM in/in buying/vbg
C6,NUM NUM payment/nn portion/n
C6,NUM NUM until/in maturity/nn
C4,NUM NUM ./ 
C4,NUM NUM lies/vbz in/in
C1,NUM NUM in/in monetary/jj
C1,NUM NUM in/in board/nn
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn slip/vbp
C5,NUM NUM hold/vbp about/in
C4,NUM NUM outweighed/vbd the/dt
C4,NUM NUM of/in the/dt
C4,NUM NUM in/in scholarship/nn
C1,NUM NUM in/in the/dt
C4,NUM NUM of/in a/dt
C5,NUM NUM in/in hughes/np
C5,NUM NUM in/in eds/np
C6,NUM NUM to/to secured/vbn
C6,NUM NUM of/in about/in
C6,NUM NUM since/in then/rb
C6,NUM NUM equal/jj to/to
C6,NUM NUM accrued/vbn since/in
C1,NUM NUM in/in congress/np
C1,NUM NUM from/in u.s./np
C6,NUM NUM rates/nn to/to
C6,NUM NUM rates/nn at/in
C6,NUM NUM and/cc penalties/nn
C5, NUM in/in international/np
C5,NUM NUM in/in otc/np
C6,NUM NUM rates/nn /
C6,NUM NUM from/in the/dt
C6,NUM NUM for/in the/dt
C6,NUM NUM rates/nn /
C6,NUM NUM rates/nn since/in
C6,NUM NUM rates/nn were/vbd
C6,NUM NUM / has/vbz
C6,NUM NUM income/nn ./
C1,NUM NUM / since/in
C6,NUM NUM rates/nn below/in
C1,NUM NUM in/in looking/vbg
C6,NUM NUM income/nn ./
C6,NUM NUM and/cc principal/nn
C6,NUM NUM bill/nn from/in
C6,NUM NUM bill/nn /
C4,NUM NUM of/in individual/jj
C6,NUM NUM periodically/rb ./
C6,NUM NUM bonds/nn due/jj
C6,NUM NUM bonds/nn are/vbp
C6,NUM NUM bonds/nn are/vbp
C5,NUM NUM in/in national/np
C5,NUM NUM in/in aerospace/nn
C1,NUM NUM beyond/in the/dt
C5,NUM NUM / a/dt
C4,NUM NUM of/in the/dt
C6,NUM NUM expense/nn and/cc
C5,NUM NUM ./ 
C5,NUM NUM in/in the/dt
C5,NUM NUM in/in a.t.b./np
C6,NUM NUM rates/nn /
C1,NUM NUM / in/in
C6,NUM NUM on/in debt/nn
C6,NUM NUM on/in cash-deferred/jj
C6,NUM NUM earned/vbn on/in
C1,NUM NUM in/in cutting/vbg
C6,NUM NUM rate/nn rose/vbd
C5,NUM NUM in/in electronic/jj
C5,NUM NUM / and/cc
C5,NUM NUM / and/cc
C5,NUM NUM rose/vbd to/to
C6,NUM NUM rates/nn backfired/vbd
C1,NUM NUM in/in sears/np
C6,NUM NUM income/nn ./
C6,NUM NUM rates/nn below/rb
C4,NUM NUM / small/jj
C6,NUM NUM because/in of/in
C6,NUM NUM abatement/nn /
C6,NUM NUM on/in the/dt
C6,NUM NUM on/in it/pp
C4,NUM NUM and/cc are/vbp
C3,NUM NUM magazines/nn ./
C3,NUM NUM of/in readers/nn
C1,NUM NUM in/in the/dt
C5,NUM NUM in/in an/dt
C6,NUM NUM rate/nn /
C6,NUM NUM costs/nn while/in
C6,NUM NUM costs/nn would/md
C3,NUM NUM among/in black/jj
C4,NUM NUM of/in one/ab
C4,NUM NUM of/in all/pdt
C3,NUM NUM and/cc can/md
C5, NUM in/in nasdaq/np
C5,NUM NUM statistics/nn were/vbd
C5,NUM NUM figures/nn reported/vbn
C5,NUM NUM in/in nasdaq/np
C5,NUM NUM compares/vbz with/in
C5, NUM / which/wdt
C5,NUM NUM rose/vbd to/to
C5,NUM NUM gains/nn as/in
C5, NUM in/in first/np
C5,NUM NUM jumped/vbd 42/ab
C5,NUM NUM position/n on/in
C5,NUM NUM in/in some/dt
C5,NUM NUM surge/nn ./
C5, NUM in/in the/dt
C5,NUM NUM included/vbd adobe/np
C5,NUM NUM data/nns in/in
C5," NUM in/in 1,327/ab"
C5,NUM NUM represents/vbz 1.04/ab
C5,NUM NUM position/n of/in
C6,NUM NUM / while/in
C6,NUM NUM rates/nn tend/vbp
C1, NUM picks/vbz up/rp
C6,NUM NUM bonds/nn due/jj
C6,NUM NUM bonds/nn due/jj
C6, NUM serial/nn bonds/nn
C6,  rates/nn generally/rb
C6,NUM NUM rate/nn trends/nn
C6,NUM NUM costs/nn at/in
C6,NUM NUM rates/nn before/in
C6,NUM NUM expense/nn and/cc
C5,NUM NUM in/in stein/np
C6,NUM NUM rates/nn and/cc
C1,NUM NUM later/rb in/in
C1,NUM NUM / but/cc
C1,NUM NUM in/in british/jj
C1,NUM NUM because/in these/dt
C5,NUM NUM ./ 
C6,NUM NUM rates/nn and/cc
C5,NUM NUM might/md be/vb
C5,NUM NUM already/rb have/vbp
C6,NUM NUM bill/nn /
C6,NUM NUM to/to the/dt
C6,NUM NUM rates/nn amid/in
C6,NUM NUM rates/nn /
C1, NUM by/in japanese/jj
C6,NUM NUM rates/nn will/md
C1,NUM NUM in/in the/dt
C6,NUM NUM rates/nn ./
C6,NUM NUM cost/nn of/in
C6,NUM NUM and/cc principal/nn
C5, NUM increased/vbd 6/ab
C1,NUM NUM connected/vbn with/in
C1,NUM NUM in/in giving/vbg
C1,NUM NUM in/in acquiring/vbg
C1,NUM NUM in/in jaguar/np
C5,NUM NUM in/in an/dt
C5,NUM NUM last/jj year/nn
C6,NUM NUM rates/nn fall/vbp
C6,NUM NUM rates/nn will/md
C3,NUM NUM ./ 
C6,NUM NUM rates/nn came/vbd
C6,NUM NUM rates/nn in/in
C6,NUM NUM were/vbd /
C6,NUM NUM accrued/vbn to/to
C6,NUM NUM is/vbz accrued/vbn
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn are/vbp
C6,NUM NUM rates/nn to/to
C6,NUM NUM rate/nn to/to
C5,NUM NUM of/in eagle/np
C6, NUM rates/nn paid/vbd
C6,NUM NUM expense/nn ./
C6,NUM NUM / taxes/nn
C1,NUM NUM in/in financing/vbg
C6,NUM NUM rates/nn /
C6,NUM NUM bonds/nn due/jj
C6,NUM NUM serial/nn bonds/nn
C6,  on/in the/dt
C6,NUM NUM payments/nn ./
C3,NUM NUM and/cc responsibility/nn
C5,NUM NUM / acquired/vbn
C5,NUM NUM it/pp has/vbz
C5,NUM NUM in/in ikegai-goss/np
C6,NUM NUM rates/nn in/in
C1,NUM NUM in/in the/dt
C4,NUM NUM of/in the/dt
C5,NUM NUM in/in the/dt
C6,NUM NUM at/in the/dt
C6,NUM NUM payments/nn /
C6,NUM NUM payments/nn on/in
C1,NUM NUM for/in its/pp
C6,NUM NUM rates/nn have/vbp
C6,NUM NUM rates/nn below/rb
C6,  income/nn rose/vbd
C6, NUM rates/nn on/in
C1,NUM NUM / more/jjr
C6,NUM NUM rates/nn in/in
C6,NUM NUM rates/nn /
C6,NUM NUM / tax/nn
C5,NUM NUM ./ 
C1,NUM NUM / national/jj
C6,NUM NUM expense/nn and/cc
C6,NUM NUM payments/nn ./
C6,NUM NUM payments/nn and/cc
C5,NUM NUM primarily/rb in/in
C5,NUM NUM ./ 
C1,NUM NUM in/in ag/np
C1,NUM NUM as/in it/pp
C1,NUM NUM in/in acquiring/vbg
C1,NUM NUM in/in swapping/vbg
C6,NUM NUM rates/nn below/rb
C6,NUM NUM accrued/vbn from/in
C5,NUM NUM in/in real/jj
C4,NUM NUM of/in my/pp
C6,NUM NUM bill/nn jumped/vbd
C5,NUM NUM in/in brewing/nn
C6,NUM NUM and/cc tax/nn
C6,NUM NUM rates/nn or/cc
C6,NUM NUM rates/nn will/md
C1,NUM NUM in/in buying/vbg
C1,NUM NUM in/in the/dt
C5,NUM NUM / with/in
C6,NUM NUM rates/nn and/cc
C6,NUM NUM rates/nn to/to
C6,NUM NUM rates/nn would/md
C6,NUM NUM income/nn ./
C6,NUM NUM rates/nn fall/vbp
C1,NUM NUM abroad/rb /
C6,NUM NUM rate/nn on/in
C5,NUM NUM in/in liquid-crystal/jj
C6,NUM NUM rates/nn drift/vb
C6,NUM NUM rates/nn and/cc
C5,NUM NUM in/in a/dt
C1,NUM NUM among/in outsiders/nn
C4,NUM NUM in/in nih/np
C6,NUM NUM rates/nn earlier/rbr
C6,NUM NUM rates/nn again/rb
C6,NUM NUM rates/nn and/cc
C1,NUM NUM ahead/rb of/in
C1,  may/md remain/vb
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn to/to
C5,NUM NUM as/in a/dt
C5,NUM NUM in/in the/dt
C5,NUM NUM in/in the/dt
C5,NUM NUM ./ 
C3,NUM NUM / the/dt
C5,NUM NUM in/in manhattan/np
C1,NUM NUM from/in /
C4,NUM NUM ./ 
C4,NUM NUM of/in protecting/vbg
C1,NUM NUM / were/vbd
C1,NUM NUM ./ 
C1,NUM NUM in/in treasury/np
C1,NUM NUM for/in the/dt
C1,NUM NUM in/in other/jj
C5,NUM NUM in/in telecommunications/nn
C4,NUM NUM ./ 
C1,NUM NUM ./ 
C1,NUM NUM was/vbd sidelined/vbn
C1,NUM NUM / helped/vbd
C5,NUM NUM / /
C2,NUM NUM because/in both/dt
C5,NUM NUM are/vbp represented/vbn
C1,NUM NUM / from/in
C4,NUM NUM at/in stake/nn
C6,NUM NUM in/in more/jjr
C1,NUM NUM in/in horse/nn
C1,NUM NUM in/in u.s./np
C1, NUM in/in du/np
C6,NUM NUM / will/md
C3,NUM NUM magazine/nn is/vbz
C4,NUM NUM / could/md
C3,NUM NUM ./ 
C1,NUM NUM in/in ozone/nn
C1,NUM NUM remained/vbd strong/jj
C5,NUM NUM but/cc before/in
C1,NUM NUM may/md be/vb
C4,NUM NUM in/in somalia/np
C5,NUM NUM in/in the/dt
C4,NUM NUM ./ 
C4,NUM NUM for/in an/dt
C4,NUM NUM / /
C4,NUM NUM / set/vbn
C4,NUM NUM / to/to
C4,NUM NUM ./ 
C4,NUM NUM or/cc risk/nn
C4,NUM NUM / already/rb
C4,NUM NUM ./ 
C4,NUM NUM standard/nn for/in
C4,NUM NUM / /
C6,NUM NUM expense/nn /
C1,NUM NUM in/in cold/jj
C5,NUM NUM in/in television/n
C6,NUM NUM rates/nn and/cc
C6,NUM NUM payments/nn ./
C5,NUM NUM ./ 
C6,NUM NUM at/in maturity/nn
C6,NUM NUM rates/nn kick/vbp
C6,NUM NUM if/in the/dt
C6,NUM NUM and/cc civil/jj
C5,NUM NUM in/in a/dt
C5,NUM NUM in/in oil/nn
C6,NUM NUM rates/nn that/in
C6,NUM NUM rate/nn prevail/vb
C6,NUM NUM rates/nn stay/vbp
C6, NUM rates/nn plunge/vbp
C6,NUM NUM yield/nn /
C6,NUM NUM rate/nn ./
C1, NUM also/rb resurfaced/vbd
C6,NUM NUM rates/nn as/in
C6,NUM NUM rates/nn to/to
C6,NUM NUM rates/nn over/in
C1,NUM NUM is/vbz in/in
C1,NUM NUM in/in those/dt
C5, NUM on/in the/dt
C5,NUM NUM ./ 
C5,NUM NUM dropped/vbd to/to
C5,NUM NUM climbed/vbd 3/ab
C5,NUM NUM has/vbz been/vbn
C5, NUM is/vbz the/dt
C5,NUM NUM bullish/jj because/in
C5,NUM NUM of/in certain/jj
C5,NUM NUM ratio/nn slipped/vbd
C5, NUM in/in international/np
C5,NUM NUM slid/vbd to/to
C5,NUM NUM volume/nn leader/nn
C5,NUM NUM position/n of/in
C6,NUM NUM costs/nn of/in
C6,NUM NUM rates/nn pushed/vbd
C6,NUM NUM payments/nn from/in
C6,NUM NUM on/in a/dt
C6,NUM NUM rates/nn may/md
C6,NUM NUM rates/nn and/cc
C6,NUM NUM rate/nn to/to
C1,NUM NUM in/in the/dt
C5,NUM NUM in/in harley-davidson/np
C6,NUM NUM rates/nn almost/rb
C6,NUM NUM rates/nn force/vbp
C6,NUM NUM than/in newly/rb
C6, NUM rates/nn have/vbp
C6,NUM NUM costs/nn ./
C6,NUM NUM rates/nn will/md
C6,NUM NUM rate/nn and/cc
C6,NUM NUM rates/nn will/md
C6,NUM NUM ./ 
C5,NUM NUM in/in its/pp
C5,NUM NUM / along/in
C5,NUM NUM / shortly/rb
C4,NUM NUM / have/vbp
C5,NUM NUM in/in the/dt
C4,NUM NUM to/to accommodate/vb
C4,NUM NUM to/to let/vb
C5,NUM NUM in/in the/dt
C6,NUM NUM on/in asset-backed/jj
C5,NUM NUM only/rb in/in
C5,NUM NUM in/in or/cc
C5,NUM NUM in/in 139/ab
C5,NUM NUM hit/vbd hardest/rbs
C5,NUM NUM that/wdt include/vbp
C6,NUM NUM / increased/vbd
C4,NUM NUM / waiting/vbg
C5,NUM NUM in/in a/dt
C6,NUM NUM income/nn ./
C6,  will/md be/vb
C2,NUM NUM to/to the/dt
C3,NUM NUM area/nn ./
C1,NUM NUM in/in the/dt
C1,NUM NUM also/rb pushed/vbd
C5,NUM NUM in/in the/dt
C6,NUM NUM rates/nn ./
C4,NUM NUM ./ 
C5,NUM NUM in/in book/nn
C3,NUM NUM and/cc do/vb
C5,NUM NUM in/in the/dt
C6,NUM NUM income/nn ./
C6,NUM NUM income/nn occurred/vbd
C5,NUM NUM rose/vbd to/to
C5,NUM NUM ./ 
C1,NUM NUM in/in a/dt
C5,NUM NUM in/in grace/np
C6,NUM NUM expenses/nn ./
C5,NUM NUM in/in the/dt
C5,NUM NUM in/in western/np
C5,NUM NUM in/in western/np
C6,NUM NUM rates/nn remains/vbz
C1,NUM NUM switches/vbz back/rb
C1,NUM NUM for/in their/pp
C1,NUM NUM in/in those/dt
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn /
C4,NUM NUM of/in stockholders/nn
C6,NUM NUM rates/nn ./
C6,NUM NUM margins/nn and/cc
C5,NUM NUM fell/vbd 4.2/ab
C1,NUM NUM later/rb in/in
C6,NUM NUM rates/nn will/md
C5,NUM NUM will/md be/vb
C5,NUM NUM was/vbd n't/rb
C5,NUM NUM in/in 36/ab
C5,NUM NUM of/in the/dt
C1,NUM NUM / from/in
C6,NUM NUM rates/nn below/in
C6,NUM NUM margins/nn ./
C6,NUM NUM expense/nn is/vbz
C6,NUM NUM expense/nn ./
C6,NUM NUM payment/nn to/to
C6,NUM NUM payments/nn owed/vbd
C5,NUM NUM in/in markets/nn
C5,NUM NUM / or/cc
C5,NUM NUM there/rb or/cc
C4,NUM NUM ./ 
C5,NUM NUM ./ 
C6,NUM NUM by/in proceeding/vbg
C6,NUM NUM margins/nn and/cc
C6,NUM NUM paid/vbn /
C6,NUM NUM margin/n /
C5,NUM NUM in/in transportation/n
C3,NUM NUM / capital/np
C4,NUM NUM / at/in
C6,NUM NUM rates/nn remained/vbd
C5,NUM NUM in/in the/dt
C6,NUM NUM rates/nn and/cc
C6,  rate-sensitive/jj shares/nn
C6,NUM NUM rates/nn to/to
C5,NUM NUM in/in south/np
C5,NUM NUM in/in its/pp
C5,NUM NUM in/in rocky/np
C6,NUM NUM rates/nn or/cc
C4,NUM NUM ./ 
C4,NUM NUM ./ 
C6,NUM NUM rates/nn ./
C6,NUM NUM rates/nn /
C6,NUM NUM / the/dt
C5,NUM NUM / did/vbd
C5,NUM NUM / in/in
C5,NUM NUM include/vbp the/dt
C6,NUM NUM rates/nn in/in
C4,NUM NUM of/in amr/np
C5,NUM NUM in/in solid/jj
C6,NUM NUM accruing/vbg instead/rb
C6,NUM NUM is/vbz deductible/jj
C6,NUM NUM payments/nn /
C6,NUM NUM payments/nn ./
C6,NUM NUM rate/nn /
C6,NUM NUM for/in at/in
C6,NUM NUM is/vbz actually/rb
C6,NUM NUM ./ 
C6,NUM NUM deduction/n was/vbd
C6,NUM NUM expense/nn also/rb
C6,NUM NUM expense/nn surged/vbd
C4,NUM NUM ./ 
C6,NUM NUM rates/nn /
C6,NUM NUM on/in the/dt
C5,NUM NUM in/in a/dt
C5,NUM NUM later/rb ./
C6,NUM NUM costs/nn ./
C4,NUM NUM of/in the/dt
C6, NUM rate/nn set/vbn
C6,  payments/nn on/in
C6,NUM NUM ./ 
C6,NUM NUM rates/nn are/vbp
C6,  rates/nn barely/rb
C3,NUM NUM / can/md
C4,NUM NUM are/vbp being/vbg
C5,NUM NUM in/in manufacturing/nn
C6,NUM NUM rates/nn below/rb
C1,NUM NUM in/in the/dt
C6,NUM NUM income/nn /
C6,NUM NUM expense/nn of/in
C6,  expense/nn in/in
C6,NUM NUM rate/nn savings/nn
C5,NUM NUM in/in working/np
C5,NUM NUM in/in working/np
C5,NUM NUM increased/vbd 16/ab
C5,NUM NUM but/cc before/in
C5,NUM NUM in/in the/dt
C5,NUM NUM / in/in
C5,NUM NUM / /
C6,NUM NUM rates/nn around/in
C6,NUM NUM rate/nn of/in
C6,NUM NUM payments/nn ./
C6,NUM NUM rates/nn are/vbp
C4,NUM NUM if/in he/pp
C6,NUM NUM rate-sensitive/jj stocks/nn
C1,NUM NUM after/in being/vbg
C3,NUM NUM ./ 
C6,NUM NUM rates/nn below/rb
