C6,chang plu  amount
C6,jack NUM incom 
C1,NUM gre  sint
C6,NUM foreign rat ar
C1,NUM suggest look mod
C6,bad debt incom 
C6,would def princip junk
C6,NUM cash bil $
C6,yet pay bil 
C4,board ign individ institut
C6,wil pay period 
C6,NUM cur bond due
C6,program cur bond ar
C6,program cur bond ar
C5,NUM NUM nat steel
C5,NUM manufact aerospac 
C1,abs act beyond market-makers
C5,publ famy  spokeswom
C4,risky best invest publ
C6,becaus increas expens charg
C5,pay min  
C5,sal NUM joint vent
C5,NUM NUM a.t.b. 
C6,NUM japanes rat 
C1,NUM express  bloomingd
C6,NUM includ debt sec
C6,mil year cash-deferred 
C6,mil year earn process
C1,hav express cut tax
C6, av rat ros
C5,fin NUM electron part
C5,NUM work  oth
C5,NUM NUM  kuwait
C5,pay min ros 749
C6,NUM bet rat backfir
C1,reason NUM sear declin
C6,forfeit som incom 
C6,NUM foreign rat ar
C4,stand consum  smal
C6,seek NUM becaus lost
C6,NUM request ab 
C6,deduc NUM $ 
C6,debt NUM ful deduct
C4,subst govern ar unconstitut
C3,prol spec magazin 
C3,target idosyncr read 
C1, level rtc 's
C5,group min already op
C6,NUM low rat 
C6,cov al cost whil
C6,school NUM cost would
C3,promot common among black
C4,speak narrow group instead
C4,compel serv al $
C3,hav common liv togeth
C5, short nasdaq over-the-count
C5,otc short stat wer
C5,NUM short fig report
C5,tot short nasdaq stock
C5,otc short comp 4.2
C5, short  repres
C5,NUM short ros 196.8
C5,larg short gain oct.
C5, short first execut
C5,NUM short jump 42
C5,biggest short posit nasdaq
C5,chang short som stock
C5,NUM short surg 
C5, short deposit receipt
C5,drop short includ adob
C5,compil short dat two
C5," short 1,327 non-nms"
C5,octob short repres 1.04
C5,issu short posit least
C6,recov princip  whil
C6,low infl rat tend
C1, NUM pick 
C6,consist cur bond due
C6,NUM cur bond due
C6, cur ser bond
C6,  rat gen
C6,follow NUM rat trend
C6,debt reduc cost wang
C6,expect eas rat bef
C6,offset high expens low
C5,NUM min stein industry
C6,refocus high rat corp
C1,abs institut lat sess
C1,attract som  act
C1,contin europ brit lif
C1,spark invest becaus thes
C5,acquir NUM  
C6,ris aust rat acquisit
C5,coal oil might sal
C5,som oil already hav
C6,NUM cash bil 
C6,plu accru dec. 8
C6,reserv cut rat amid
C6,supply low rat 
C1, NUM japanes invest
C6,remain strong rat wil
C1,effort drum so-called bailout
C6,adv fal rat 
C6,group tru cost 7.17
C6,corp NUM princip ar
C5, short increas 6
C1, becaus connect issu
C1,seem los giv gm
C1,company NUM acquir min
C1,gm NUM jagu reflect
C5,remain NUM asbesto min
C5,sold maj last year
C6,bond pric rat fal
C6,decreas fast rat wil
C3,pursu oth  
C6,NUM tim rat cam
C6,NUM NUM rat gen
C6,assum princip wer 
C6,pay princip accru dat
C6,pay year accru 
C6,system low rat 
C6,complain NUM rat ar
C6,would return rat hist
C6,fed fund rat 8
C5,purchas al eagl 's
C6,  rat paid
C6,account tax expens 
C6,earn bef  tax
C1,cool bank fin transact
C6,fin fee rat 
C6,includ cur bond due
C6, cur ser bond
C6,  bond wil
C6,must divert pay 
C3,NUM sol respons goodson
C5,NUM ins  acquir
C5,allianz ins bought wil
C5,NUM NUM ikegai-goss 
C6,reserv low rat effort
C1,shown much refcorp bond
C4,prob act min hold
C5,would hav new real
C6,would accru rat 13.5
C6,cash immedy pay 
C6,aft miss pay $
C1,receiv invest $ land
C6,amid hop rat hav
C6,NUM foreign rat ar
C6,  incom ros
C6,  rat certain
C1,reflect NUM  mor
C6,bas cur rat austral
C6,high aust rat 
C6,profit bef  tax
C5,execut hav  
C1,hav shown  nat
C6,increas NUM expens reduc
C6,weight hefty pay 
C6,tardy som pay put
C5,invest partn prim pack
C5,vary famy  
C1,est excit ag 
C1,mak lost becam clear
C1, retain acquir candy
C1,cathay NUM swap equ
C6,NUM foreign rat ar
C6,NUM NUM accru dec.
C5,arizon businessm real est
C4,way preserv $ constitu
C6, net bil jump
C5,bond NUM brew 
C6,earn bef tax brew
C6,reason high rat lab
C6, believ rat wil
C1,fact NUM buy equ
C1, NUM nat environ
C5,NUM NUM  messrs.
C6,concern ov rat gas
C6,wil allow rat mov
C6,soar spec rat would
C6,chang plu incom 
C6,NUM bond rat fal
C1,met strong abroad 
C6,loan cut rat thos
C5,sold NUM liquid-crystal display
C6,begin let rat drift
C6,concern low rat oth
C5,NUM NUM richmond-area shop
C1,hav whip among outsid
C4,dingel spec nih institut
C6,last ris rat ear
C6,prep increas rat necess
C6,wil decid rat doll
C1,gen thin ahead weekend
C1,  may remain
C6,high NUM rat 
C6,curb bank rat allow
C5,us NUM platform launch
C5,NUM NUM country 's
C5,receiv min new company
C5,retain control  
C3,oth busy  company
C5,NUM NUM manhat nat
C1,propos wel  third
C4,abandon NUM  
C4,reg introduc protect littl
C1,lack invest  wer
C1,solid invest  
C1,ther littl treasury bond
C1,gre buy met 
C1,spark buy oth real-estate
C5,klug NUM telecommun 
C4,repres NUM  
C1,sign buy  
C1,fresh buy sidelin ahead
C1,strong buy  help
C5,NUM party  
C2,dimin nat becaus team
C5,whos NUM ar repres
C1,NUM consid  prospect
C4,NUM NUM stak wer
C6,NUM accum mor n't
C1,ment NUM hors rac
C1,japanes invest u.s. sec
C1, buy du pont
C6,cash cov  wil
C3,NUM gen magazin someth
C4,NUM black  could
C3,diff econom  
C1,addit NUM ozon deplet
C1,overal buy remain strong
C5,tax min bef extraordin
C1,whil NUM may big
C4,NUM NUM somal consist
C5,us fin property sold
C4,custom conflict  
C4,definit conflict auct hous
C4,would conflict  
C4,alleg conflict  set
C4,NUM conflict  stabl
C4,fee conflict  
C4,problem conflict risk che
C4,prev conflict  already
C4,NUM conflict  
C4,NUM conflict standard commit
C4,NUM conflict  
C6,NUM boost expens 
C1,fal sci cold fus
C5,company NUM televid 
C6,becaus high rat determin
C6,bond NUM pay 
C5,oth company  
C6,al NUM mat 
C6,bond infl rat kick
C6,without much childr n't
C6,tax NUM civil fraud
C5,  retir commun
C5,NUM sold oil wel
C6,NUM bas rat company
C6,NUM high rat prevail
C6,NUM us rat stay
C6,  rat plung
C6,margin high yield 
C6,fract high rat 
C1, buy also resurfac
C6,us high rat 
C6,us high rat fight
C6,despit doubl rat ov
C1, NUM els money
C1,see lot thos kind
C5, short new york
C5,mon short  
C5,"report short drop 523,920,214"
C5,amex short climb 3
C5,amex short head upward
C5, short numb shar
C5,increas short bul becaus
C5,fluctu short certain stock
C5,board short ratio slip
C5, short intern busy
C5,"wher short slid 4,469,167"
C5,amex short volum lead
C5,issu short posit least
C6,NUM includ cost $
C6,mor attract rat push
C6,NUM provid pay loan
C6,mad foregon $ 
C6,dat sign rat may
C6,pessim low rat contribut
C6,allow key rat fal
C1,aft watch sport plummet
C5,seek control harley-davidson 
C6,NUM NUM rat almost
C6,NUM fal rat forc
C6,pay high new issu
C6,  rat hav
C6,NUM sav cost 
C6,NUM doubt rat wil
C6,bond reset rat 10
C6,rais hop rat wil
C6,overhead debt  
C5,sel NUM $ low
C5,sel NUM  along
C5,est NUM  short
C4,enforc NUM  hav
C5,credit fin film help
C4,warn NUM accommod mgmua
C4,think NUM let mr.
C5,columb NUM studio joint
C6,moreov NUM asset-backed sec
C5,cert repres spec cre
C5,NUM repres oblig bank
C5,property hold 139 facil
C5,industry NUM hit hardest
C5,NUM company includ fin
C6,NUM exclud  increas
C4,clear strategic  wait
C5,NUM refinery second refinery
C6,NUM mov incom 
C6,  wil paid
C2,artic appear us 
C3,subscrib NUM  
C1,top NUM abort issu
C1,rum soviet also push
C5,newspap NUM intern herald
C6,leeway reduc rat 
C4,pursuit priv  
C5,company also book publ
C3,oth busy som consult
C5,NUM control company 
C6,offset declin incom 
C6, low incom occur
C5,pay min ros 252
C5,pay min  
C1,rev consum little-publicized 1972
C5,publ NUM grac energy
C6,NUM high expens 
C5,NUM NUM company fletch
C5,dom NUM western forest
C5,NUM NUM western forest
C6,direct NUM rat remain
C1,NUM invest switch back
C1,also attract $ strong
C1,despit flurry thos shar
C6,high NUM rat 
C6,fac high rat 
C4,NUM best stockhold 
C6,spec low rat 
C6,NUM high margin min
C5,board short fel 4.2
C1,fresh buy lat trad
C6,predict NUM rat wil
C5,hotel man wil sold
C5,property man n't disclos
C5,sel NUM 36 hotel
C5,sal ar trust corp
C1,NUM express  two
C6,NUM foreign rat ar
C6,volum tight margin 
C6,wid NUM expens cit
C6,low net expens 
C6,healthvest miss pay bank
C6,mil princip pay ow
C5,NUM cellul market oth
C5,mccaw hold  ar
C5,unless lin ther contigu
C4,NUM best  
C5,company NUM  
C6,far less process way
C6,NUM high margin neglig
C6,declin brazil paid 
C6,NUM net margin 
C5,pac NUM transport 
C3,oth busy  capit
C4,degr publ  stak
C6,direct NUM rat remain
C5,ins property san francisco
C6,hang ov rat doll
C6,  rate-sensitiv shar
C6,NUM allow rat drop
C5,NUM equ sou afric
C5,sold maj $ brazil
C5,NUM NUM rocky mountain
C6,lik high rat slow
C4,unrespond publ  
C4,view publ  
C6,long low rat 
C6,NUM low rat 
C6,NUM accru  bank
C5,NUM NUM  n't
C5,NUM brew  effort
C5,NUM thos includ beef
C6,wil low rat com
C4,cont best amr sharehold
C5,lou company solid wast
C6,valu NUM accru instead
C6,NUM accru deduct company
C6,mil NUM pay 
C6,company rath pay 
C6,hav low rat 
C6,NUM pay least year
C6,deny deduc act paid
C6,tax accru  
C6, NUM deduc engin
C6,northrop NUM expens also
C6, NUM expens surg
C4,bump entrench  
C6,rec declin rat 
C6,NUM comput govern 's
C5,shar purchas start-up company
C5,acquir maj lat 
C6,NUM mil cost 
C4,best NUM sharehold 
C6, init rat set
C6,  pay bond
C6,tax princip  
C6,NUM wher rat ar
C6,  rat bar
C3,NUM diff  express
C4,heard NUM ar tak
C5,NUM widespread manufact 
C6,NUM foreign rat ar
C1,NUM stir stock 
C6,offset low incom 
C6,prim becaus expens $
C6,  expens 1988
C6,agr sign rat sav
C5,NUM NUM work wom
C5,NUM NUM work wom
C5,tax min increas 16
C5,tax min bef extraordin
C5,sotheby NUM property thi
C5,level fin  collect
C5,hav fin  
C6,rec mov rat around
C6,bond av rat 13.1
C6,mil year pay 
C6,invest becaus rat ar
C4,act publ let washington
C6,weigh heavy rate-sensitiv stock
C1,found buy aft act
C3,pursu oth  
C6,NUM foreign rat ar
C5,NUM chem includ 
C4,gen best mes sharehold
C6,report fee cur incom
C1,NUM thi word goe
C1,kindl export among many
C5,balc NUM real est
C3,pursu oth  posit
C5,NUM prim radio televid
C4,import NUM  
C4,satisfy NUM pri panam
C6,credit low rat 
C4,g NUM fed level
C5,NUM NUM firm may
C6,earn bef  tax
C6,  wil impos
C6,lid NUM rat 
C6,key NUM rat declin
C6,bank said pay argentin
C6,drop net margin 13
C6,NUM net incom ros
C5,gain sal foreign leas
C6, net margin-the diff
C6,expens unrel ros 5.4
C6,sourc unrel said continu
C6, net incom third
C4,think best cac stockhold
C6,keep lid rat boost
C4,NUM hav preserv herd
C1,grow NUM nat 's
C6,bef tax cost $
C4,conduc publ hent crimin
C6,despit fal rat 
C1,ther gre last day
C6,clos follow rat trend
C6,april NUM rat wer
C6,unlik NUM rat wil
C5,discuss sal showtim oth
C6,fed fund rat dip
C5,NUM equ japanes joint
C6, av rat fel
C1,NUM lost  
C6,fail mak pay near
C6,wil bear 5.5 %
C1,NUM express transact borrow
C1,NUM NUM express buy-out
C1,despit renew publ top
C1,som advert  
C1,hav lost whol subject
C1,hop stir old mast
C1,cli express paint n't
C4,protect NUM  
C5,NUM NUM datatim corp.
C6,NUM NUM rat 
C5,hav equ kia 
C6,NUM bring rat 
C6,say NUM rat ar
C6,  rat certain
C5,indust gas expand subsidy
C5,NUM NUM makro int
C1,rev institut smal grow
C1,real turnaround smal grow
C6,chang incom dividend \
C6,balk low rat bank
C6,bank fee  n't
C6, NUM rat 
C6,NUM low rat weak
C6,pay low rat 
C6,bil includ ov 10
C6, net incom sank
C6,  rat short-term
C6,NUM mil pay $
C6,NUM net incom would
C6,NUM accru  net
C6,NUM mil incom third
C6,sourc oth climb 12
C6,NUM net margin southeast
C6,increas net incom 
C6,NUM net margin fel
C6,revenu der dividend jump
C5,company NUM nat car
C6,includ net  slight
C6,econom work rat 
C4,nat econom ar much
C4,allow priv bank invest
C1,attract publ  und
C5,tax min 14 mil
C6, NUM rat fel
C1, al  
C6,rat high incom 
C5,NUM NUM birkel 
C6,NUM foreign rat ar
C5,NUM trad reg 
C6,expect drop rat 
C5,hold company oil nat
C5,NUM NUM new field
C5, oth ar bp
C6,liquid NUM rat $
C1,expect pot bank throughout
C6,allow key rat drift
C6,fed fund rat dip
C6,influ oth rat 
C6,bring NUM rat 
C6,supply low rat easy
C6,could low rat wer
C6,low NUM rat pump
C6,right NUM rat wil
C5,concern NUM lockhee 
C6,addit increas rat 
C6,concern earn rat rath
C6,NUM bas rat stand
C6,press low rat 
C1,simmon NUM company 
C6,NUM NUM rat hav
C6,quick low rat 
C6,mov low rat 
C6,germany rais rat 
C6,NUM low rat mer
C6,tax deduct certain debt-financed
C6,govern bond rat 
C6,flow pay  
C6,NUM fee rat paid
C1,bank express ual transact
C6,count year incom thes
C6,  rat prom
C6,narrow diff rat u.s.
C6,begun reduc rat could
C6, low rat us
C6,conclud NUM rat would
C6,rais domest rat 
C6,rais NUM  rat
C6,low NUM rat 
C4,stat NUM fair ord
C5,sold NUM par chain
C5,buy hook $ company
C6,weak NUM rat wer
C5,NUM NUM wel 
C5,broad busy ar bet
C1,g NUM supercont deterg
C5,NUM ag kor ag
C6,pessim ov rat caus
C6,unlik allow rat fal
C6,loss caus pay debt
C6,giv bank loan us
C6,postpon cash pay 
C6,giv cur rat 
C6,NUM NUM rat hav
C6,board eas rat much
C5,cellul telephon  sep
C6,NUM foreign rat ar
C5,acquir min  
C6,result declin rat valu
C6,effect low rat low
C6,bring NUM rat $
C6,low key rat known
C6,sec pay  
C3,pursu person  
C5, also milit electron
C6,  rat next
C6,valu NUM rat ar
C6,NUM bas rat 
C5,company bank follow simil
C6,weight hefty pay 
C6,tardy som pay put
C6,sign shift rat outlook
C6,bil coupon pay 
C6,would default pay cov
C6,NUM suspend pay 
C6,unlik pay tot $
C6,NUM compound reach 
C6,exorbit compound  
C6,wer borrow rat high
C5,brit airway company fly
C6,  incom fee
C6,bank skim  
C4,top mut  said
C1,nbc NUM may rev
C5,NUM min program-maker without
C1,nbc NUM qintex bid
C4,stand NUM  's
C4,protect NUM  
C6,wil pay rat wil
C6,calc exact rat becaus
C6,maj expect rat declin
C4,think fit peopl 
C6,exchang rat rat 
C6,infl high rat 
C6,poss NUM rat cut
C6,NUM NUM rat already
C5,NUM control honeywel bul
C6,narrow diff rat loan
C1,ther much company rec
C6,reserv allow rat eas
C6,NUM tru cost 
C6,foreign bond rat infl
C5,sold NUM sheller-globe unit
C1,reduc NUM panam n't
C6,fed pend pay --
C6,mov low rat 
C6,support fal rat 
C6,combin chang rat remind
C5,cellul telephon  sep
C6,profit bef corp expens
C6,pound high rat long
C6,loss caus pay debt
C6,postpon cash pay 
C4,NUM marketplac socy 
C6,mov cut rat 
C6,NUM pric rat wil
C6,perform high rat must
C6,ris net revenu 
C6,NUM net margin year-ago
C6,period declin rat 
C6,restruct reduc rat larg
C5,westmin NUM oil 
C6,wer mad rat fee
C5,sel maj italian-based landin
C5,NUM min landin company
C6,NUM low rat rein
C6, NUM adjust 
C6,NUM NUM  
C6,low NUM pay 
C6,carry cost dividend ris
C6,term provid could reset
C6,busy caus junk bond
C6,company NUM pay $
C5,say equ would divid
C3,pursu oth  
C1,said NUM  merg
C5,ge NUM elect produc
C6,cit declin rat 
C6,forecast infl rat thi
C6,NUM NUM rat three-month
C5,ge also consum indust
C6,NUM foreign rat ar
C5,NUM NUM mak helicopt
C6,NUM sep princip compon
C6,requir high rat regul
C5,NUM NUM tank mak
C5, company publ large-typefac
C5,brought control sprint gte
C6,slim net margin --
C6, net incom ros
C6,NUM mil pay ow
C1,NUM NUM protect pot
C6, fal rat prompt
C6,NUM feel rat ar
C1,affect buy hotel 
C6,back debt pay 
C6,back debt pay oppos
C1,nbc NUM nev meant
C6,went thing debt 
C6,NUM debt 1980s 
C6,debt net pay $
C1,NUM tak relig 
C1,stir intens among maj
C1, commerc intens 
C1,NUM broad low cholesterol
C1,ar watch  
C6,ret NUM rat 
C6,high NUM rat prevy
C6,NUM neg rat gen
C6,ar reinvest rat remain
C5,NUM vot  
C1,watch presid  
C4,NUM best coop littl
C6,ris japanes rat gain
C6,fed NUM rat stant
C6,NUM allow rat drift
C6,NUM reduc rat bef
C4,NUM nat hav four
C6,pric chang -- 
C6,pay low rat $
C1,NUM tremend protect ev
C6,pric chang incom 
C6,requir alloc expens consolid
C6,NUM becaus expens alloc
C6,thu NUM expens u.s.
C6,consolid thes expens preserv
C6,hold comp rat som
C5, op  numb
C5,"decemb op equ 236,913"
C5,contract op decemb opt
C5,tot op cop fut
C5,disp op del supply
C5,NUM op situ hav
C5,press op wil reliev
C6,result fraud expens cre
C6,cre fraud expens 1981
C6,NUM foreign rat ar
C5,express also fin serv
C1,gen lot basketbal 
C1,NUM express  
C1,NUM consid  
C6,tax deduct pay som
C1,real sery deal much
C6,fail mak pay jun
C3,cur maj fre bound
C5,mus video & 's
C5,angel NUM  
C1,also express mcorp 's
C5,NUM NUM new company
C6,press net margin 
C6,NUM net incom 
C6,offset net incom strong
C6,gloom outlook rat som
C1,prompt renew bddp 
C6,NUM low rat anytim
C6,sec pay form addit
C6,show much  
C6,NUM NUM rat 8.00
C6,comeback among rate-sensitiv larger-capitalization
C6,ov high rat weak
C1,ther institut som recession-resistant
C1,also benefit u.s. cellul
C1,help damp jagu 
C6,suff high rat cutback
C6,sou afr rat 
C6,  rat certain
C6,becaus dict rat 
C6, culprit rat outlook
C6,amid spec rat wo
C6,  rat spec
C6, believ rat worry
C1,hav express tak stak
C6,NUM foreign rat ar
C6,NUM high rat austral
C5,min equ dallas-based morningst
C5,NUM NUM neim marc
C5,businessm subst real est
C6,part deprecy deduc port
C5,leg property insufficy fil
C5,allow sel company employ
C6,repay reserv paid ad
C6,NUM NUM paid adv
C5,NUM NUM electron fin
C5,NUM NUM  oth
C6,NUM germ rat would
C1,NUM express shar buy-back
C1,decl NUM publ 
C1,hav express company 
C1,thomson NUM ferrant intens
C1,NUM deny ferrant 
C6,wil pay period 
C6,bond NUM subject tax
C5,NUM maj wast heat
C6,fail mak pay jun
C5,NUM also ins brok
C4,anybody NUM  
C6, net incom --
C1,piqu custom  lest
C1,gen consid  ev
C5,NUM equ pac pap
C5,maiz prim mak corn
C6,NUM low rat halt
C6,target exchang rat may
C6,ready relax rat 
C6,admin reduc rat bring
C6,suggest low rat may
C6,exchang rat rat 
C6,unlik low rat bas
C6,adv fal rat 
C6,continu rais rat 
C5,NUM med  said
C6,sharp reduc rat unlik
C6,market rais rat europ
C3,NUM main put firm
C6,NUM fix rat provid
C5,memph becaus larg 
C6,hop low rat 
C6,lor NUM expens $
C6,NUM NUM sav 
C4,fair best company sharehold
C6,exchang rat rat 
C6,rais key rat 
C6,eas NUM rat soon
C6,  rat fel
C5,est publ & 
C5,team film includ 
C6,reflect prevail rat 
C1,express renew acquir op
C5,NUM NUM  exxon
C6,NUM low rat halt
C6,low NUM rat 
C5,buy back fiv parcel
C4,plac sharehold risk 
C5,pay min  cam
C4,NUM publ  n't
C4,bad NUM  eith
C5,among oth  pritzk
C2,sess particul becaus landmark
C6,infl soar rat continu
C6,bond pay ar issu
C5,fin concern 40 gold
C6,germany hik rat 100
C5,acquir min jagu plc
